10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,d3n,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,37,37,37,37,37,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
6,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,37,30,30,30,37,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,38,31,5
6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,37,30,d2d,30,37,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13
